Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1912422,"Pre-NOTCH Expression and Processing",5,113,0.008037556013941247,0.07459112471276541,0.07459112471276541,7,38,0.003170894526034713,9606,Homo sapiens,"JUN;CREBBP;CCND1;EP300;TP53","","R-HSA-1912415;R-HSA-9017835;R-HSA-4395236;R-HSA-4395227;R-HSA-1912406;R-HSA-1912401;R-HSA-1912416"
R-HSA-1839128,"FGFR4 mutant receptor activation",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,5,5,4.1722296395193593E-4,9606,Homo sapiens,"FGFR4","","R-HSA-2046363;R-HSA-2012086;R-HSA-2012087;R-HSA-2038946;R-HSA-2038944"
R-HSA-68881,"Mitotic Metaphase/Anaphase Transition",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,1,1,8.344459279038718E-5,9606,Homo sapiens,"PLK1","","R-HSA-163010"
R-HSA-5658034,"HHAT G278V abrogates palmitoylation of Hh-Np",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,1,1,8.344459279038718E-5,9606,Homo sapiens,"SKI","","R-HSA-5483229"
R-HSA-446343,"Localization of the PINCH-ILK-PARVIN complex to focal adhesions",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,1,2,1.6688918558077436E-4,9606,Homo sapiens,"ILK","","R-HSA-432897"
R-HSA-168277,"Influenza Virus Induced Apoptosis",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,1,2,1.6688918558077436E-4,9606,Homo sapiens,"TGFB1","","R-HSA-168865"
R-HSA-211736,"Stimulation of the cell death response by PAK-2p34",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,1,4,3.337783711615487E-4,9606,Homo sapiens,"CASP3","","R-HSA-211651"
R-HSA-75108,"Activation, myristolyation of BID and translocation to mitochondria",1,4,2.8451525713066365E-4,0.0757955261525417,0.0757955261525417,1,4,3.337783711615487E-4,9606,Homo sapiens,"CASP8","","R-HSA-139898"
R-HSA-5625900,"RHO GTPases activate CIT",2,23,0.0016359627285013158,0.07621898931055271,0.07621898931055271,5,6,5.006675567423231E-4,9606,Homo sapiens,"RAC1;RHOA","","R-HSA-5671970;R-HSA-5625901;R-HSA-5671919;R-HSA-8981443;R-HSA-5671993"
R-HSA-164378,"PKA activation in glucagon signalling",2,23,0.0016359627285013158,0.07621898931055271,0.07621898931055271,1,2,1.6688918558077436E-4,9606,Homo sapiens,"PRKACA","","R-HSA-111925"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",4,81,0.005761433956895938,0.07769391212752685,0.07769391212752685,3,3,2.5033377837116157E-4,9606,Homo sapiens,"PLK1;CSNK1D;CSNK1E;PRKACA","","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-69206,"G1/S Transition",6,150,0.010669322142399885,0.07841503281083062,0.07841503281083062,9,61,0.0050901201602136185,9606,Homo sapiens,"CCND1;MYC;AKT2;AKT3;AKT1;SKP2","","R-HSA-187552;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-198613;R-HSA-8932400;R-HSA-8848414;R-HSA-188345;R-HSA-187545"
R-HSA-380287,"Centrosome maturation",4,83,0.005903691585461271,0.0831819384823711,0.0831819384823711,6,6,5.006675567423231E-4,9606,Homo sapiens,"PLK1;CSNK1D;CSNK1E;PRKACA","","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",4,83,0.005903691585461271,0.0831819384823711,0.0831819384823711,52,68,0.005674232309746329,9606,Homo sapiens,"CREBBP;BAX;TP53","","R-HSA-6799462;R-HSA-4331331;R-HSA-139913;R-HSA-4331340;R-HSA-6791285;R-HSA-6800253;R-HSA-6791291;R-HSA-6800250;R-HSA-6799815;R-HSA-6797766;R-HSA-6800836;R-HSA-6797763;R-HSA-6801089;R-HSA-6801355;R-HSA-140214;R-HSA-6799441;R-HSA-3700984;R-HSA-6801184;R-HSA-6798126;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6798004;R-HSA-6791348;R-HSA-5633414;R-HSA-6798129;R-HSA-6800816;R-HSA-6801087;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6791302;R-HSA-6798082;R-HSA-6798081;R-HSA-6800001;R-HSA-6801166;R-HSA-6800396;R-HSA-6791306;R-HSA-6798615;R-HSA-6800279;R-HSA-6798611;R-HSA-5633441;R-HSA-5633314;R-HSA-6791327;R-HSA-6791323"
R-HSA-1169408,"ISG15 antiviral mechanism",4,83,0.005903691585461271,0.0831819384823711,0.0831819384823711,2,16,0.0013351134846461949,9606,Homo sapiens,"STAT1;PLCG1;MAPK3;JAK1","","R-HSA-1678841;R-HSA-1169406"
R-HSA-6807004,"Negative regulation of MET activity",2,25,0.0017782203570666478,0.0878221651690907,0.0878221651690907,10,10,8.344459279038719E-4,9606,Homo sapiens,"GRB2;MET","","R-HSA-8875431;R-HSA-8875443;R-HSA-6807027;R-HSA-8875490;R-HSA-6807008;R-HSA-8875183;R-HSA-8875374;R-HSA-8874685;R-HSA-8875451;R-HSA-8875482"
R-HSA-1368082,"RORA activates gene expression",2,25,0.0017782203570666478,0.0878221651690907,0.0878221651690907,4,4,3.337783711615487E-4,9606,Homo sapiens,"CREBBP;EP300","","R-HSA-1368081;R-HSA-5663264;R-HSA-1801587;R-HSA-5663293"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",2,25,0.0017782203570666478,0.0878221651690907,0.0878221651690907,4,6,5.006675567423231E-4,9606,Homo sapiens,"PRKACA","","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111919"
R-HSA-2990846,"SUMOylation",7,192,0.013656732342271855,0.08788827978980462,0.08788827978980462,35,139,0.011598798397863819,9606,Homo sapiens,"CREBBP;REL;MDM2;EP300;TP53;RELA;PIAS1;NFKB2","","R-HSA-4085372;R-HSA-4719424;R-HSA-4090288;R-HSA-4719448;R-HSA-4717461;R-HSA-6804468;R-HSA-4546385;R-HSA-4568848;R-HSA-4717521;R-HSA-4090408;R-HSA-4090281;R-HSA-4546386;R-HSA-4755536;R-HSA-4615839;R-HSA-3900194;R-HSA-4615900;R-HSA-4341016;R-HSA-2997616;R-HSA-4085347;R-HSA-3000434;R-HSA-4755479;R-HSA-3899291;R-HSA-2997709;R-HSA-6804485;R-HSA-3968414;R-HSA-5228523;R-HSA-5228521;R-HSA-2997706;R-HSA-4615905;R-HSA-4090390;R-HSA-4086036;R-HSA-3927959;R-HSA-4755494;R-HSA-3247493;R-HSA-3465545"
R-HSA-6783783,"Interleukin-10 signaling",4,86,0.006117078028309268,0.09176044412883344,0.09176044412883344,11,15,0.0012516688918558078,9606,Homo sapiens,"STAT3;LIF;JAK1","","R-HSA-6784791;R-HSA-6784006;R-HSA-6784324;R-HSA-6784323;R-HSA-449811;R-HSA-6784160;R-HSA-6784319;R-HSA-6790029;R-HSA-6784765;R-HSA-6784763;R-HSA-449803"
R-HSA-167021,"PLC-gamma1 signalling",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,3,3,2.5033377837116157E-4,9606,Homo sapiens,"PLCG1","","R-HSA-167683;R-HSA-167684;R-HSA-167674"
R-HSA-9034793,"Activated NTRK3 signals through PLCG1",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,3,3,2.5033377837116157E-4,9606,Homo sapiens,"PLCG1","","R-HSA-9034796;R-HSA-9034814;R-HSA-9034855"
R-HSA-209563,"Axonal growth stimulation",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,2,2,1.6688918558077436E-4,9606,Homo sapiens,"RHOA","","R-HSA-193668;R-HSA-193646"
R-HSA-8853336,"Signaling by plasma membrane FGFR1 fusions",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,2,2,1.6688918558077436E-4,9606,Homo sapiens,"FGFR1","","R-HSA-8853325;R-HSA-8853322"
R-HSA-8875513,"MET interacts with TNS proteins",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,2,2,1.6688918558077436E-4,9606,Homo sapiens,"MET","","R-HSA-8875523;R-HSA-8875531"
R-HSA-198745,"Signalling to STAT3",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,1,1,8.344459279038718E-5,9606,Homo sapiens,"STAT3","","R-HSA-198732"
R-HSA-191647,"c-src mediated regulation of Cx43 function and closure of gap junctions",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,3,4,3.337783711615487E-4,9606,Homo sapiens,"SRC","","R-HSA-191654;R-HSA-191636;R-HSA-191656"
R-HSA-191650,"Regulation of gap junction activity",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,3,4,3.337783711615487E-4,9606,Homo sapiens,"SRC","","R-HSA-191654;R-HSA-191636;R-HSA-191656"
R-HSA-111446,"Activation of BIM and translocation to mitochondria ",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,1,2,1.6688918558077436E-4,9606,Homo sapiens,"MAPK8","","R-HSA-139918"
R-HSA-139910,"Activation of BMF and translocation to mitochondria",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,1,2,1.6688918558077436E-4,9606,Homo sapiens,"MAPK8","","R-HSA-139908"
R-HSA-844455,"The NLRP1 inflammasome",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,1,4,3.337783711615487E-4,9606,Homo sapiens,"BCL2","","R-HSA-879201"
R-HSA-75157,"FasL/ CD95L signaling",1,5,3.556440714133295E-4,0.09383233539540492,0.09383233539540492,1,5,4.1722296395193593E-4,9606,Homo sapiens,"CASP8","","R-HSA-83586"
R-HSA-2151201,"Transcriptional activation of mitochondrial biogenesis",4,87,0.006188206842591934,0.09471045063481864,0.09471045063481864,5,32,0.0026702269692923898,9606,Homo sapiens,"ATF2;CREBBP;CYCS","","R-HSA-5688294;R-HSA-1592238;R-HSA-2466370;R-HSA-1368140;R-HSA-1592231"
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",4,89,0.006330464471157266,0.10074318466799215,0.10074318466799215,12,17,0.0014185580774365822,9606,Homo sapiens,"ATF2;JUN;FOS;TP53","","R-HSA-6796647;R-HSA-6806423;R-HSA-6806405;R-HSA-6806419;R-HSA-6806417;R-HSA-6806413;R-HSA-6806412;R-HSA-6806394;R-HSA-6796649;R-HSA-6806425;R-HSA-6806408;R-HSA-6806392"
R-HSA-4641258,"Degradation of DVL",3,57,0.004054342414111956,0.10390351357990535,0.10390351357990535,7,7,5.841121495327102E-4,9606,Homo sapiens,"DVL1;DVL2;DVL3","","R-HSA-4641159;R-HSA-1504213;R-HSA-4641155;R-HSA-1504193;R-HSA-1504190;R-HSA-4641260;R-HSA-4641147"
R-HSA-202433,"Generation of second messenger molecules",3,58,0.004125471228394623,0.10797238368321815,0.10797238368321815,12,17,0.0014185580774365822,9606,Homo sapiens,"PAK1;GRAP2;PLCG1","","R-HSA-430183;R-HSA-202354;R-HSA-202241;R-HSA-202375;R-HSA-202407;R-HSA-202325;R-HSA-202212;R-HSA-202331;R-HSA-202248;R-HSA-202216;R-HSA-213407;R-HSA-213406"
R-HSA-1592230,"Mitochondrial biogenesis",5,127,0.009033359413898571,0.10821030836476675,0.10821030836476675,6,36,0.0030040053404539386,9606,Homo sapiens,"ATF2;CREBBP;CYCS;MAPK14","","R-HSA-5688294;R-HSA-1592233;R-HSA-1592238;R-HSA-2466370;R-HSA-1368140;R-HSA-1592231"
R-HSA-5632684,"Hedgehog 'on' state",4,92,0.006543850914005263,0.11011596721023575,0.11011596721023575,12,37,0.003087449933244326,9606,Homo sapiens,"ITCH;SMURF2;SMURF1;CSNK1A1","","R-HSA-5635861;R-HSA-5632646;R-HSA-5632672;R-HSA-5633040;R-HSA-5632674;R-HSA-5635868;R-HSA-5632671;R-HSA-5610735;R-HSA-5632670;R-HSA-5635865;R-HSA-5635864;R-HSA-5632648"
R-HSA-9026527,"Activated NTRK2 signals through PLCG1",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,3,3,2.5033377837116157E-4,9606,Homo sapiens,"PLCG1","","R-HSA-9026894;R-HSA-9026579;R-HSA-9026531"
R-HSA-1307965,"betaKlotho-mediated ligand binding",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,2,2,1.6688918558077436E-4,9606,Homo sapiens,"FGFR4","","R-HSA-1307955;R-HSA-1307963"
R-HSA-8866911,"TFAP2 (AP-2) family regulates transcription of cell cycle factors",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,3,4,3.337783711615487E-4,9606,Homo sapiens,"MYC","","R-HSA-8865265;R-HSA-8865280;R-HSA-8865256"
R-HSA-9013957,"TLR3-mediated TICAM1-dependent programmed cell death",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,2,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP8","","R-HSA-9013889;R-HSA-9013895"
R-HSA-69895,"Transcriptional  activation of  cell cycle inhibitor p21 ",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,3,5,4.1722296395193593E-4,9606,Homo sapiens,"TP53","","R-HSA-6803719;R-HSA-6803388;R-HSA-6803801"
R-HSA-69560,"Transcriptional activation of p53 responsive genes  ",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,3,5,4.1722296395193593E-4,9606,Homo sapiens,"TP53","","R-HSA-6803719;R-HSA-6803388;R-HSA-6803801"
R-HSA-111448,"Activation of NOXA and translocation to mitochondria",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,2,5,4.1722296395193593E-4,9606,Homo sapiens,"TP53","","R-HSA-4331331;R-HSA-140214"
R-HSA-205025,"NADE modulates death signalling",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,1,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP3","","R-HSA-205117"
R-HSA-9007892,"Interleukin-38 signaling",1,6,4.2677288569599545E-4,0.11151838362165045,0.11151838362165045,1,5,4.1722296395193593E-4,9606,Homo sapiens,"MAPK8","","R-HSA-9008043"
R-HSA-8943723,"Regulation of PTEN mRNA translation",2,29,0.0020627356141973115,0.11242634913899185,0.11242634913899185,13,24,0.0020026702269692926,9606,Homo sapiens,"PTEN","","R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8944684;R-HSA-8945709;R-HSA-8944706;R-HSA-8944483;R-HSA-8944632;R-HSA-8944569;R-HSA-8948569;R-HSA-8944538;R-HSA-8944497;R-HSA-8944599"
R-HSA-418592,"ADP signalling through P2Y purinoceptor 1",2,29,0.0020627356141973115,0.11242634913899185,0.11242634913899185,3,7,5.841121495327102E-4,9606,Homo sapiens,"SRC;MAPK14","","R-HSA-418662;R-HSA-428961;R-HSA-428941"
R-HSA-3000170,"Syndecan interactions",2,29,0.0020627356141973115,0.11242634913899185,0.11242634913899185,2,15,0.0012516688918558078,9606,Homo sapiens,"TGFB1;PRKCA;PRKACA","","R-HSA-2750187;R-HSA-2731078"
R-HSA-9007101,"Rab regulation of trafficking",5,129,0.009175617042463903,0.1135325143975987,0.1135325143975987,2,35,0.0029205607476635513,9606,Homo sapiens,"AKT2;AKT3;AKT1;TSC2;TSC1","","R-HSA-8854302;R-HSA-8933446"
R-HSA-1169410,"Antiviral mechanism by IFN-stimulated genes",4,94,0.006686108542570596,0.11657362625168521,0.11657362625168521,2,31,0.0025867823765020025,9606,Homo sapiens,"STAT1;PLCG1;MAPK3;JAK1","","R-HSA-1678841;R-HSA-1169406"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",2,30,0.0021338644284799773,0.11882988084024082,0.11882988084024082,7,22,0.001835781041388518,9606,Homo sapiens,"JUN;FOXO3","","R-HSA-8870710;R-HSA-8870628;R-HSA-8870703;R-HSA-8870686;R-HSA-8870558;R-HSA-8870698;R-HSA-8868666"
R-HSA-8863678,"Neurodegenerative Diseases",2,30,0.0021338644284799773,0.11882988084024082,0.11882988084024082,7,22,0.001835781041388518,9606,Homo sapiens,"JUN;FOXO3","","R-HSA-8870710;R-HSA-8870628;R-HSA-8870703;R-HSA-8870686;R-HSA-8870558;R-HSA-8870698;R-HSA-8868666"
R-HSA-8963898,"Plasma lipoprotein assembly",2,30,0.0021338644284799773,0.11882988084024082,0.11882988084024082,1,19,0.0015854472630173564,9606,Homo sapiens,"PRKACA","","R-HSA-5682101"
R-HSA-877300,"Interferon gamma signaling",8,250,0.017782203570666476,0.12383330090724753,0.12383330090724753,15,15,0.0012516688918558078,9606,Homo sapiens,"SOCS1;STAT1;PRKCD;PTPN6;PTPN11;JAK2;PIAS1;JAK1","","R-HSA-997326;R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-1031716;R-HSA-873921;R-HSA-877281;R-HSA-1031713;R-HSA-873922;R-HSA-873917;R-HSA-877308;R-HSA-873919;R-HSA-873918;R-HSA-877269;R-HSA-909552"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",4,97,0.006899494985418593,0.1265617744001315,0.1265617744001315,2,2,1.6688918558077436E-4,9606,Homo sapiens,"PLK1;CSNK1D;CSNK1E;PRKACA","","R-HSA-380316;R-HSA-380508"
R-HSA-74713,"IRS activation",1,7,4.979016999786613E-4,0.1288604678299925,0.1288604678299925,3,3,2.5033377837116157E-4,9606,Homo sapiens,"IRS1","","R-HSA-74707;R-HSA-74711;R-HSA-74712"
R-HSA-190374,"FGFR1c and Klotho ligand binding and activation",1,7,4.979016999786613E-4,0.1288604678299925,0.1288604678299925,2,2,1.6688918558077436E-4,9606,Homo sapiens,"FGFR1","","R-HSA-191062;R-HSA-190268"
R-HSA-9022535,"Loss of phosphorylation of MECP2 at T308",1,7,4.979016999786613E-4,0.1288604678299925,0.1288604678299925,1,1,8.344459279038718E-5,9606,Homo sapiens,"PRKACA","","R-HSA-9005561"
R-HSA-8849474,"PTK6 Activates STAT3",1,7,4.979016999786613E-4,0.1288604678299925,0.1288604678299925,6,9,7.510013351134847E-4,9606,Homo sapiens,"STAT3","","R-HSA-8848087;R-HSA-8848150;R-HSA-8848178;R-HSA-2730595;R-HSA-8848124;R-HSA-2730599"
R-HSA-9032759,"NTRK2 activates RAC1",1,7,4.979016999786613E-4,0.1288604678299925,0.1288604678299925,1,2,1.6688918558077436E-4,9606,Homo sapiens,"RAC1","","R-HSA-9032798"
R-HSA-5689603,"UCH proteinases",4,98,0.006970623799701259,0.12996908635552673,0.12996908635552673,1,11,9.17890520694259E-4,9606,Homo sapiens,"TGFB1;TGFBR1;SMAD7;TGFBR2","","R-HSA-2179291"
R-HSA-8874081,"MET activates PTK2 signaling",2,32,0.0022761220570453092,0.13189678084367584,0.13189678084367584,5,5,4.1722296395193593E-4,9606,Homo sapiens,"SRC;MET","","R-HSA-8874083;R-HSA-8874082;R-HSA-8874080;R-HSA-8874079;R-HSA-8874078"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",2,32,0.0022761220570453092,0.13189678084367584,0.13189678084367584,2,26,0.0021695594125500667,9606,Homo sapiens,"MET","","R-HSA-8986940;R-HSA-8986943"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",4,99,0.0070417526139839245,0.1334142855060415,0.1334142855060415,8,9,7.510013351134847E-4,9606,Homo sapiens,"PLK1;CSNK1D;CSNK1E;PRKACA","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",3,65,0.004623372928373284,0.13807966240767433,0.13807966240767433,25,42,0.0035046728971962616,9606,Homo sapiens,"BAX;EP300;TP53","","R-HSA-3215152;R-HSA-6801637;R-HSA-6798304;R-HSA-6803946;R-HSA-6801641;R-HSA-6802165;R-HSA-6803892;R-HSA-6803391;R-HSA-3215144;R-HSA-6803388;R-HSA-6798268;R-HSA-6802170;R-HSA-6798020;R-HSA-6791363;R-HSA-6798031;R-HSA-6803917;R-HSA-6803914;R-HSA-6798282;R-HSA-6803400;R-HSA-6803858;R-HSA-6803935;R-HSA-6803871;R-HSA-6791387;R-HSA-6798299;R-HSA-6803801"
R-HSA-3247509,"Chromatin modifying enzymes",8,257,0.01828010527064514,0.13817693142394827,0.13817693142394827,11,84,0.007009345794392523,9606,Homo sapiens,"ATF2;CREBBP;CCND1;REL;EP300;JAK2;NFKB1;RELA;NFKB2","","R-HSA-8865237;R-HSA-3215426;R-HSA-5216234;R-HSA-5205799;R-HSA-3215385;R-HSA-3697008;R-HSA-3662335;R-HSA-5205861;R-HSA-5661117;R-HSA-3318415;R-HSA-3215391"
R-HSA-4839726,"Chromatin organization",8,257,0.01828010527064514,0.13817693142394827,0.13817693142394827,11,84,0.007009345794392523,9606,Homo sapiens,"ATF2;CREBBP;CCND1;REL;EP300;JAK2;NFKB1;RELA;NFKB2","","R-HSA-8865237;R-HSA-3215426;R-HSA-5216234;R-HSA-5205799;R-HSA-3215385;R-HSA-3697008;R-HSA-3662335;R-HSA-5205861;R-HSA-5661117;R-HSA-3318415;R-HSA-3215391"
R-HSA-8979227,"Triglyceride metabolism",3,66,0.00469450174265595,0.14259417611195535,0.14259417611195535,3,24,0.0020026702269692926,9606,Homo sapiens,"PRKACA;PPP1CA","","R-HSA-163568;R-HSA-163418;R-HSA-163416"
R-HSA-8849470,"PTK6 Regulates Cell Cycle",1,8,5.690305142613273E-4,0.14586525377763415,0.14586525377763415,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CCND1","","R-HSA-8848436;R-HSA-8848414"
R-HSA-165160,"PDE3B signalling",1,8,5.690305142613273E-4,0.14586525377763415,0.14586525377763415,1,2,1.6688918558077436E-4,9606,Homo sapiens,"AKT2","","R-HSA-162363"
R-HSA-109703,"PKB-mediated events",1,8,5.690305142613273E-4,0.14586525377763415,0.14586525377763415,1,2,1.6688918558077436E-4,9606,Homo sapiens,"AKT2","","R-HSA-162363"
R-HSA-176417,"Phosphorylation of Emi1",1,8,5.690305142613273E-4,0.14586525377763415,0.14586525377763415,1,2,1.6688918558077436E-4,9606,Homo sapiens,"PLK1","","R-HSA-174174"
R-HSA-8985586,"SLIT2:ROBO1 increases RHOA activity",1,8,5.690305142613273E-4,0.14586525377763415,0.14586525377763415,1,2,1.6688918558077436E-4,9606,Homo sapiens,"RHOA","","R-HSA-8985594"
R-HSA-187706,"Signalling to p38 via RIT and RIN",1,8,5.690305142613273E-4,0.14586525377763415,0.14586525377763415,1,3,2.5033377837116157E-4,9606,Homo sapiens,"BRAF","","R-HSA-187698"
R-HSA-2022090,"Assembly of collagen fibrils and other multimeric structures",3,67,0.004765630556938616,0.14715735741032532,0.14715735741032532,1,26,0.0021695594125500667,9606,Homo sapiens,"MMP7;MMP9","","R-HSA-2213200"
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",4,104,0.007397396685397254,0.15118517838382428,0.15118517838382428,7,43,0.003588117489986649,9606,Homo sapiens,"CHUK;REL;BTRC;RELB;NFKB2","","R-HSA-5607731;R-HSA-5607725;R-HSA-5607741;R-HSA-5607726;R-HSA-5607720;R-HSA-5607723;R-HSA-5607722"
R-HSA-381038,"XBP1(S) activates chaperone genes",4,106,0.007539654313962587,0.15853501435996709,0.15853501435996709,2,48,0.004005340453938585,9606,Homo sapiens,"GSK3A;SHC1","","R-HSA-1791054;R-HSA-1791134"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,5,5,4.1722296395193593E-4,9606,Homo sapiens,"EGFR","","R-HSA-8857555;R-HSA-8857583;R-HSA-8857565;R-HSA-8857549;R-HSA-8857577"
R-HSA-9027283,"Erythropoietin activates STAT5",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,3,3,2.5033377837116157E-4,9606,Homo sapiens,"JAK2","","R-HSA-9012651;R-HSA-9012650;R-HSA-9012654"
R-HSA-190370,"FGFR1b ligand binding and activation",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,2,2,1.6688918558077436E-4,9606,Homo sapiens,"FGFR1","","R-HSA-190245;R-HSA-190427"
R-HSA-6806942,"MET Receptor Activation",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,3,5,4.1722296395193593E-4,9606,Homo sapiens,"MET","","R-HSA-6806974;R-HSA-6806957;R-HSA-6800298"
R-HSA-111995,"phospho-PLA2 pathway",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,1,3,2.5033377837116157E-4,9606,Homo sapiens,"MAPK1","","R-HSA-111898"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,1,4,3.337783711615487E-4,9606,Homo sapiens,"PLK1","","R-HSA-2984226"
R-HSA-164944,"Nef and signal transduction",1,9,6.401593285439932E-4,0.16253927850509287,0.16253927850509287,1,5,4.1722296395193593E-4,9606,Homo sapiens,"RAC1","","R-HSA-200952"
R-HSA-399719,"Trafficking of AMPA receptors",2,37,0.0026317661284586385,0.1658195094106466,0.1658195094106466,3,4,3.337783711615487E-4,9606,Homo sapiens,"MDM2;PRKCA;PRKACA","","R-HSA-416320;R-HSA-421007;R-HSA-416639"
R-HSA-1474228,"Degradation of the extracellular matrix",5,148,0.010527064513834554,0.16988512812293988,0.16988512812293988,51,105,0.008761682242990653,9606,Homo sapiens,"MMP7;MMP2;CASP3;MMP9","","R-HSA-8940554;R-HSA-4086205;R-HSA-1604763;R-HSA-1474197;R-HSA-1564179;R-HSA-3791295;R-HSA-1604368;R-HSA-1604752;R-HSA-1602454;R-HSA-1564184;R-HSA-1604360;R-HSA-1566981;R-HSA-1564164;R-HSA-1566979;R-HSA-3791149;R-HSA-8940561;R-HSA-1604359;R-HSA-1454781;R-HSA-1592371;R-HSA-1592362;R-HSA-1454757;R-HSA-1474213;R-HSA-2484882;R-HSA-2168982;R-HSA-2485148;R-HSA-1564117;R-HSA-1564112;R-HSA-1604690;R-HSA-3827958;R-HSA-2534248;R-HSA-1592278;R-HSA-1564120;R-HSA-1454791;R-HSA-2534260;R-HSA-1592270;R-HSA-8943959;R-HSA-1592314;R-HSA-1604731;R-HSA-1566962;R-HSA-1604350;R-HSA-1604722;R-HSA-1592436;R-HSA-1454843;R-HSA-1454822;R-HSA-1604712;R-HSA-1592297;R-HSA-2514772;R-HSA-2533970;R-HSA-1564143;R-HSA-1564142;R-HSA-2168923"
R-HSA-381070,"IRE1alpha activates chaperones",4,110,0.00782416957109325,0.1736176367675869,0.1736176367675869,2,54,0.004506008010680908,9606,Homo sapiens,"GSK3A;SHC1","","R-HSA-1791054;R-HSA-1791134"
R-HSA-8948747,"Regulation of PTEN localization",1,10,7.11288142826659E-4,0.1788889528130242,0.1788889528130242,4,4,3.337783711615487E-4,9606,Homo sapiens,"PTEN","","R-HSA-6807126;R-HSA-6807106;R-HSA-6807105;R-HSA-6807118"
R-HSA-114516,"Disinhibition of SNARE formation",1,10,7.11288142826659E-4,0.1788889528130242,0.1788889528130242,2,2,1.6688918558077436E-4,9606,Homo sapiens,"PRKCA;PRKACA","","R-HSA-114683;R-HSA-114684"
